produit;ref;description;min;max;ht;option_nom;option_valeur;option_prix;option_nom;option_valeur;option_prix;option_nom;option_valeur;option_prix;option_nom;option_valeur;option_prix;tag;tag;tag;tag
Crayon arrondi;FRD-7;Crayons fabriqués en bois naturel de haute qualité avec des bacs de serrage dorés, des gommes rouges et graphite #2. Pas taillés. Personnalisable avec marquage inclus.;1000;999999;0,60 €;divers;Prune;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi;FRD-8;Crayons fabriqués en bois naturel de haute qualité avec des bacs de serrage dorés, des gommes rouges et graphite #2. Pas taillés. Personnalisable avec marquage inclus.;100;249;0,70 €;divers;Bleu royal;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi;FRD-8;Crayons fabriqués en bois naturel de haute qualité avec des bacs de serrage dorés, des gommes rouges et graphite #2. Pas taillés. Personnalisable avec marquage inclus.;250;999;0,62 €;divers;Bleu royal;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi;FRD-8;Crayons fabriqués en bois naturel de haute qualité avec des bacs de serrage dorés, des gommes rouges et graphite #2. Pas taillés. Personnalisable avec marquage inclus.;1000;999999;0,60 €;divers;Bleu royal;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi;FRD-9;Crayons fabriqués en bois naturel de haute qualité avec des bacs de serrage dorés, des gommes rouges et graphite #2. Pas taillés. Personnalisable avec marquage inclus.;100;249;0,70 €;divers;Marron acier;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi;FRD-9;Crayons fabriqués en bois naturel de haute qualité avec des bacs de serrage dorés, des gommes rouges et graphite #2. Pas taillés. Personnalisable avec marquage inclus.;250;999;0,62 €;divers;Marron acier;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi;FRD-9;Crayons fabriqués en bois naturel de haute qualité avec des bacs de serrage dorés, des gommes rouges et graphite #2. Pas taillés. Personnalisable avec marquage inclus.;1000;999999;0,60 €;divers;Marron acier;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-1;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;100;249;0,70 €;divers;Bleu;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-1;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;250;999;0,64 €;divers;Bleu;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-1;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;1000;999999;0,60 €;divers;Bleu;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-2;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;100;249;0,70 €;divers;Vert;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-2;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;250;999;0,64 €;divers;Vert;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-2;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;1000;999999;0,60 €;divers;Vert;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-3;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;100;249;0,70 €;divers;Rose;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-3;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;250;999;0,64 €;divers;Rose;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-3;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;1000;999999;0,60 €;divers;Rose;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-4;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;100;249;0,70 €;divers;Orange;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-4;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;250;999;0,64 €;divers;Orange;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon arrondi fluo;FRN-4;Ce crayon fluo deluxe est livré avec un bac de serrage noir et une gomme assortie. N'est pas taillé. Personnalisable avec marquage inclus.;1000;999999;0,60 €;divers;Orange;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Sérigraphie;0;surface d'impression;70 x 18mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Papier + Gomme
Crayon charpentier;FCB-1;Sa forme unique prévient ce stylo de rouler, même sur les toîts ! Livré non-taillé. Graphite plate # 2.5. Personnalisable avec marquage inclus.;100;249;1,12 €;divers;Natural;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Tampographie;0;surface d'impression;50.8 x 30mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Charpentier
Crayon charpentier;FCB-1;Sa forme unique prévient ce stylo de rouler, même sur les toîts ! Livré non-taillé. Graphite plate # 2.5. Personnalisable avec marquage inclus.;250;999;1,02 €;divers;Natural;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Tampographie;0;surface d'impression;50.8 x 30mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Charpentier
Crayon charpentier;FCB-1;Sa forme unique prévient ce stylo de rouler, même sur les toîts ! Livré non-taillé. Graphite plate # 2.5. Personnalisable avec marquage inclus.;1000;999999;0,98 €;divers;Natural;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Tampographie;0;surface d'impression;50.8 x 30mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Charpentier
Crayon charpentier;FCB-2;Sa forme unique prévient ce stylo de rouler, même sur les toîts ! Livré non-taillé. Graphite plate # 2.5. Personnalisable avec marquage inclus.;100;249;1,12 €;divers;Rouge;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Tampographie;0;surface d'impression;50.8 x 30mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Charpentier
Crayon charpentier;FCB-2;Sa forme unique prévient ce stylo de rouler, même sur les toîts ! Livré non-taillé. Graphite plate # 2.5. Personnalisable avec marquage inclus.;250;999;1,02 €;divers;Rouge;0;Frais;Frais de port inclus, frais techniques inclus et frais de marquage inclus;0;technique de personalisation;Tampographie;0;surface d'impression;50.8 x 30mm;0;Instrument d'Ecriture - Crayons;Nouveau;;Crayon Charpentier
